Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
11;1124191;Поступление зарплаты на счет;Покупка автомобиля;0;0.36;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;1;36;35;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0897435897;0;0;0;0;0.5;2;2;71;4;2;1;7;33;1;0;0;0;0;0;0
11;1124211;Поступление зарплаты на счет;Ремонт;0;0.22;мужской;0;0;высшее;менеджер высшего звена;>250;0;13;24;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.0285714286;0;0;0;0;0.5;2;2;34;4;1;0;14;19;1;0;0;0;0;0;0
11;1124231;2НДФЛ;Покупка недвижимости/ строительство;0;0.55;женский;0;0;высшее;вспомогательный персонал;>250;1;10;45;Другое;ООО;разведен / разведена;1;1;1;0;0;0.0576923077;0;2;0;0;0.25;2;6;49;8;1;0;5;94;1;1;1;0;0;0;0
11;1124251;2НДФЛ;Покупка автомобиля;1;0.49;женский;1;0;среднее;вспомогательный персонал;>250;0;11;39;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124271;Форма банка (без печати работодателя);Ремонт;1;0.54;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;165;45;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124291;Поступление зарплаты на счет;Ремонт;1;0.59;женский;1;0;незаконченное высшее;специалист;>250;1;65;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124311;Форма банка (без печати работодателя);Ремонт;0;0.33;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124331;Свободная форма с печатью работодателя;Ремонт;0;0.3;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;69;30;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.3333333333;1;0;0;0;0.6;3;2;98;5;2;1;39;76;1;1;0;0;0;0;0
11;1124351;2НДФЛ;Покупка автомобиля;0;0.5;женский;2;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124371;Форма банка (без печати работодателя);Покупка автомобиля;0;0.26;мужской;1;0;высшее;менеджер среднего звена;>250;0;125;29;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0309734513;1;2;0;0;0.2777777778;5;13;219;18;3;0;3;117;1;1;0;0;1;0;0
11;1124391;2НДФЛ;Покупка автомобиля;1;0.46;женский;1;0;незаконченное высшее;менеджер среднего звена;>250;3;8;43;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;1;1;0;0.1666666667;1;5;33;6;1;0;1;87;0;0;0;0;0;0;0
11;1124411;2НДФЛ;Покупка земли;1;0.42;мужской;0;0;среднее;рабочий;>250;0;40;43;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124431;Форма банка (без печати работодателя);Покупка автомобиля;0;0.39;женский;0;0;высшее;специалист;< 50;0;90;53;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124451;2НДФЛ;Покупка мебели;0;0.47;мужской;0;0;высшее;вспомогательный персонал;>250;1;66;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124471;Поступление зарплаты на счет;Покупка автомобиля;0;0.37;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124491;Поступление зарплаты на счет;Ремонт;0;0.42;мужской;2;0;высшее;вспомогательный персонал;>250;0;15;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124511;Поступление зарплаты на счет;Ремонт;1;0.52;мужской;0;0;высшее;специалист;>250;0;280;56;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124531;Форма банка (без печати работодателя);Ремонт;1;0.31;мужской;0;0;высшее;менеджер высшего звена;>250;0;38;39;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124551;Форма банка (без печати работодателя);Покупка автомобиля;0;0.13;мужской;1;0;высшее;специалист;< 50;0;85;43;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124571;2НДФЛ;Ремонт;1;0.11;мужской;0;0;высшее;вспомогательный персонал;>250;3;77;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124591;2НДФЛ;Покупка автомобиля;0;0.54;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;28;31;Другое;Государственное предприятие;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.6;3;2;72;5;2;0;15;43;0;0;0;0;0;0;0
11;1124611;2НДФЛ;Покупка автомобиля;1;0.39;женский;0;0;среднее-специальное;специалист;>250;3;134;43;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;0.25;2;6;86;8;1;0;6;86;0;0;0;0;0;0;0
11;1124631;2НДФЛ;Покупка автомобиля;0;0.46;мужской;0;0;высшее;специалист;>250;3;48;27;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124651;Поступление зарплаты на счет;Другое;0;0.36;женский;0;0;высшее;менеджер высшего звена;< 50;0;44;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124671;Свободная форма с печатью работодателя;Ремонт;0;0.29;мужской;0;0;высшее;менеджер среднего звена;>250;0;126;37;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0.0531914894;0;0;0;0;0.25;1;3;89;4;1;0;10;72;1;1;0;0;0;0;0
11;1124691;Форма банка (без печати работодателя);Обучение;1;0.47;мужской;1;0;среднее;вспомогательный персонал;>250;0;50;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124711;2НДФЛ;Ремонт;1;0.46;мужской;1;0;высшее;менеджер высшего звена;< 50;0;34;41;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124731;Поступление зарплаты на счет;Ремонт;1;0.35;женский;0;0;высшее;менеджер среднего звена;>250;0;19;47;Торговля;ОАО;холост / не замужем;2;2;1;1;1;0.2191780822;0;0;0;0;0.3333333333;1;2;57;3;1;0;24;47;1;1;1;1;0;0;0
11;1124751;Свободная форма с печатью работодателя;Ремонт;1;0.36;мужской;3;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124771;Форма банка (без печати работодателя);Отпуск;0;0.28;мужской;0;0;высшее;специалист;>250;0;134;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124791;Свободная форма с печатью работодателя;Ремонт;1;0.59;женский;1;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124811;Форма банка (без печати работодателя);Ремонт;1;0.5;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;15;26;Торговля;ООО;холост / не замужем;2;2;0;0;0;0;0;0;0;0;0.5;3;3;63;6;1;0;11;29;0;0;0;0;0;0;0
11;1124831;Поступление зарплаты на счет;Ремонт;0;0.56;мужской;2;0;высшее;менеджер среднего звена;>250;0;31;39;Торговля;ООО;женат / замужем;5;5;5;1;0;0;1;2;1;1;0.4285714286;3;4;53;7;2;2;0;26;0;0;0;0;0;0;0
11;1124851;2НДФЛ;Ремонт;0;0.58;женский;0;0;второе высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124871;Свободная форма с печатью работодателя;Ремонт;0;0.47;женский;0;0;высшее;менеджер по продажам;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124891;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;1;0;высшее;рабочий;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124911;2НДФЛ;Покупка недвижимости/ строительство;1;0.37;мужской;0;0;среднее-специальное;рабочий;>250;1;6;29;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124931;2НДФЛ;Ремонт;1;0.33;мужской;1;0;высшее;специалист;>250;0;54;39;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124951;Поступление зарплаты на счет;Ремонт;1;0.42;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124971;2НДФЛ;Ремонт;0;0.27;мужской;1;0;высшее;менеджер среднего звена;>250;0;107;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1124991;2НДФЛ;Покупка автомобиля;1;0.54;мужской;3;0;среднее-специальное;специалист;>250;1;231;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125011;2НДФЛ;Покупка автомобиля;0;0.56;женский;1;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125031;2НДФЛ;Обучение;1;0.53;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;1;54;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125051;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.32;мужской;1;0;высшее;вспомогательный персонал;>250;0;16;26;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;3;39;3;0;0;8;38;0;0;0;0;0;0;0
11;1125071;2НДФЛ;Покупка автомобиля;1;0.5;мужской;2;0;среднее;рабочий;>250;3;92;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125091;2НДФЛ;Ремонт;1;0.5;женский;0;0;второе высшее;рабочий;>250;1;100;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125111;2НДФЛ;Покупка мебели;1;0.23;мужской;1;0;второе высшее;специалист;>250;3;87;31;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125131;Форма банка (без печати работодателя);Покупка мебели;1;0.44;мужской;0;0;среднее;вспомогательный персонал;>250;0;208;48;Другое;Иная форма;женат / замужем;0;0;0;0;0;0.5743243243;1;0;0;0;0.5;3;3;63;6;3;0;24;107;1;1;1;1;0;0;0
11;1125151;2НДФЛ;Ремонт;1;0.45;мужской;0;0;высшее;вспомогательный персонал;>250;0;81;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125171;2НДФЛ;Ремонт;1;0.51;мужской;0;0;высшее;специалист;>250;3;114;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125191;Свободная форма с печатью работодателя;Ремонт;1;0.34;женский;0;0;высшее;менеджер среднего звена;< 50;0;49;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125211;2НДФЛ;Покупка недвижимости/ строительство;1;0.37;мужской;0;0;среднее;вспомогательный персонал;>250;3;62;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125231;Свободная форма с печатью работодателя;Ремонт;0;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125251;Форма банка (без печати работодателя);Ремонт;0;0.28;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;182;34;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125271;Форма банка (без печати работодателя);Ремонт;1;0.45;мужской;2;0;высшее;рабочий;>250;0;83;38;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125291;2НДФЛ;Ремонт;0;0.51;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125311;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.22;женский;1;0;высшее;торговый представитель;< 50;1;10;32;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.3333333333;1;2;99;3;1;0;19;62;0;0;0;0;0;0;0
11;1125331;Поступление зарплаты на счет;Покупка мебели;0;0.47;женский;1;0;среднее-специальное;специалист;>250;1;38;29;Торговля;ООО;женат / замужем;2;2;0;0;0;0.0681818182;0;1;1;0;0.4285714286;3;4;41;7;2;2;1;28;1;0;0;0;0;0;0
11;1125351;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125371;2НДФЛ;Отпуск;1;0.42;мужской;1;0;высшее;специалист;>250;0;30;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125391;Форма банка (без печати работодателя);Ремонт;1;0.3;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;56;29;Торговля;ООО;холост / не замужем;3;2;1;1;0;0.0434782609;1;0;0;0;0.4;4;6;132;10;2;2;12;58;1;0;0;0;0;0;0
11;1125411;2НДФЛ;Покупка автомобиля;0;0.26;мужской;0;0;высшее;рабочий;>250;0;15;33;Торговля;ООО;гражданский брак;1;1;1;0;0;0;0;0;0;0;0;1;1;44;2;1;0;31;74;0;0;0;0;0;0;0
11;1125431;Форма банка (без печати работодателя);Другое;1;0.22;мужской;1;0;высшее;менеджер среднего звена;< 50;0;25;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125451;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.51;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125471;2НДФЛ;Покупка автомобиля;0;0.45;женский;0;0;незаконченное высшее;специалист;>250;3;13;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125491;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.59;мужской;1;0;среднее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125511;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.52;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125531;2НДФЛ;Ремонт;0;0.14;женский;2;0;высшее;специалист;>250;0;121;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125551;2НДФЛ;Ремонт;0;0.13;мужской;1;0;высшее;менеджер среднего звена;>250;0;133;42;Торговля;ЗАО;повторный брак;1;1;1;1;1;0;0;0;0;0;0;0;2;16;2;0;0;90;100;0;0;0;0;0;0;0
11;1125571;Форма банка (без печати работодателя);Покупка мебели;0;0.4;женский;0;0;среднее-специальное;специалист;< 50;0;418;51;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0294117647;1;0;0;0;0.3333333333;1;2;33;3;1;2;21;81;1;0;0;0;0;0;0
11;1125591;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.55;женский;0;0;высшее;вспомогательный персонал;>250;1;84;26;Торговля;ООО;гражданский брак;1;1;1;0;0;0.0810810811;0;0;0;0;0.5;2;2;34;4;1;0;6;46;1;0;0;0;0;0;0
11;1125611;Форма банка (без печати работодателя);Покупка автомобиля;0;0.48;мужской;2;0;высшее;менеджер среднего звена;>250;0;34;41;Торговля;ООО;женат / замужем;1;1;1;1;1;0.2261904762;1;1;0;0;0.3333333333;2;1;65;3;1;0;4;86;1;0;0;0;0;0;0
11;1125631;2НДФЛ;Ремонт;1;0.31;мужской;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125651;Поступление зарплаты на счет;Покупка автомобиля;1;0.23;мужской;1;0;высшее;вспомогательный персонал;>250;0;95;32;Торговля;ОАО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0.3333333333;2;4;92;6;1;2;20;82;0;0;0;0;0;0;0
11;1125671;2НДФЛ;Ремонт;1;0.28;женский;0;0;высшее;специалист;>250;3;208;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125691;2НДФЛ;Покупка автомобиля;0;0.48;женский;0;0;высшее;специалист;>250;0;12;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125711;2НДФЛ;Ремонт;0;0.26;мужской;2;0;среднее-специальное;рабочий;>250;0;188;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125731;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;2;0;среднее-специальное;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125751;Поступление зарплаты на счет;Ремонт;1;0.25;женский;1;0;высшее;вспомогательный персонал;>250;0;10;28;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;1;1;0;11;1;0;0;24;24;0;0;0;0;0;0;0
11;1125771;Форма банка (без печати работодателя);Покупка автомобиля;1;0.18;мужской;1;0;незаконченное высшее;менеджер высшего звена;>250;0;33;44;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125791;2НДФЛ;Ремонт;1;0.57;женский;0;0;высшее;вспомогательный персонал;>250;3;75;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125811;Поступление зарплаты на счет;Покупка автомобиля;1;0.38;мужской;2;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125831;2НДФЛ;Покупка недвижимости/ строительство;0;0.29;мужской;0;0;высшее;менеджер среднего звена;>250;1;94;32;Другое;ООО;разведен / разведена;1;1;1;1;1;0.0197368421;1;1;0;0;0.4545454545;5;6;149;11;4;4;3;76;1;0;0;0;0;0;0
11;1125851;Форма банка (без печати работодателя);Ремонт;1;0.29;женский;1;0;среднее;менеджер среднего звена;>250;0;257;41;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;45;2;1;1;19;43;0;0;0;0;0;0;0
11;1125871;Свободная форма с печатью работодателя;Ремонт;1;0.3;мужской;1;0;высшее;менеджер среднего звена;< 50;0;35;36;Другое;ООО;женат / замужем;1;0;0;0;0;0.2;0;1;0;0;0.5;4;4;180;8;1;4;4;101;1;0;0;0;0;0;0
11;1125891;2НДФЛ;Ремонт;0;0.27;женский;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125911;2НДФЛ;Ремонт;1;0.39;мужской;0;0;высшее;рабочий;>250;0;91;27;Информационные технологии;ООО;гражданский брак;3;3;3;3;2;0;0;1;0;0;0.8;4;1;33;5;2;0;3;43;0;0;0;0;0;0;0
11;1125931;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.25;мужской;2;0;среднее-специальное;рабочий;>250;0;15;47;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;7;1;0;0;10;10;0;0;0;0;0;0;0
11;1125951;2НДФЛ;Ремонт;1;0.26;мужской;2;0;высшее;специалист;>250;3;40;29;Торговля;ООО;разведен / разведена;3;2;2;2;2;0;0;0;0;0;0.4;2;3;23;5;0;0;6;12;0;0;0;0;0;0;0
11;1125971;2НДФЛ;Покупка недвижимости/ строительство;0;0.44;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1125991;Поступление зарплаты на счет;Покупка бытовой техники;1;0.23;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;366;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126011;Поступление зарплаты на счет;Ремонт;1;0.39;женский;1;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>250;0;12;40;Другое;ООО;холост / не замужем;2;2;2;2;0;0.0142857143;1;0;0;0;0.3125;5;11;138;16;2;0;11;101;1;0;0;0;0;0;0
11;1126031;Поступление зарплаты на счет;Ремонт;0;0.25;женский;0;0;высшее;менеджер высшего звена;>250;0;29;53;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0.3333333333;1;2;22;3;1;1;9;13;0;0;0;0;0;0;0
11;1126051;2НДФЛ;Ремонт;0;0.3;женский;0;0;высшее;вспомогательный персонал;>250;0;47;30;Торговля;ООО;холост / не замужем;2;2;1;1;1;0;0;0;0;0;0.2857142857;2;5;73;7;0;0;8;69;0;0;0;0;0;0;0
11;1126071;Свободная форма с печатью работодателя;Ремонт;0;0.59;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;6;28;Торговля;ООО;холост / не замужем;2;0;0;0;0;0.1585365854;0;1;1;0;0.4;2;3;69;5;1;0;2;55;1;1;1;0;0;0;0
11;1126091;2НДФЛ;Покупка автомобиля;0;0.38;женский;1;0;высшее;менеджер среднего звена;< 50;0;14;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126111;Свободная форма с печатью работодателя;Ремонт;1;0.17;мужской;0;0;высшее;вспомогательный персонал;>250;3;8;50;Торговля;Индивидуальный предприниматель;женат / замужем;2;2;2;2;2;0;1;0;0;0;1;1;0;29;1;1;0;28;28;0;0;0;0;0;0;0
11;1126131;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.45;мужской;0;0;среднее-специальное;рабочий;>250;0;89;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126151;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;0;0;среднее-специальное;рабочий;>250;0;57;50;Торговля;ООО;женат / замужем;0;0;0;0;0;0.02;1;0;0;0;0.25;2;6;98;8;1;0;17;90;1;0;0;0;0;0;0
11;1126171;Форма банка (без печати работодателя);Покупка мебели;0;0.57;женский;1;0;среднее-специальное;менеджер среднего звена;< 50;0;21;25;Торговля;ООО;гражданский брак;0;0;0;0;0;0.15;1;0;0;0;1;1;0;17;1;1;0;19;19;1;0;0;0;0;0;0
11;1126191;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;среднее-специальное;рабочий;>250;1;28;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126211;Поступление зарплаты на счет;Ремонт;0;0.47;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;77;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126231;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;среднее;вспомогательный персонал;>250;0;71;44;Торговля;ООО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.5;1;1;15;2;1;0;9;17;0;0;0;0;0;0;0
11;1126251;Форма банка (без печати работодателя);Отпуск;1;0.49;мужской;0;0;высшее;рабочий;>250;0;156;54;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126271;Поступление зарплаты на счет;Ремонт;1;0.18;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;23;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126291;Форма банка (без печати работодателя);Другое;0;0.17;мужской;0;0;среднее-специальное;специалист;>250;0;46;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126311;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.13;женский;0;0;среднее-специальное;менеджер высшего звена;< 50;0;176;50;Торговля;ООО;женат / замужем;3;3;2;2;2;0.0555555556;1;0;0;0;0;1;2;136;3;1;1;35;103;1;0;0;0;0;0;0
11;1126331;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;0;0;высшее;специалист;< 50;0;38;28;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.2;1;4;46;5;1;2;10;59;0;0;0;0;0;0;0
11;1126351;2НДФЛ;Покупка автомобиля;1;0.36;мужской;1;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126371;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;0;0;высшее;специалист;>250;0;305;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126391;Поступление зарплаты на счет;Покупка автомобиля;1;0.56;женский;0;0;второе высшее;вспомогательный персонал;>250;3;36;48;Другое;ООО;разведен / разведена;0;0;0;0;0;0.0196078431;0;0;0;0;0.1428571429;2;12;150;14;1;2;7;103;1;0;0;0;0;0;0
11;1126411;2НДФЛ;Покупка автомобиля;1;0.49;женский;0;0;среднее;вспомогательный персонал;>250;0;13;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126431;Поступление зарплаты на счет;Лечение;1;0.51;женский;0;0;высшее;менеджер среднего звена;>250;0;85;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126451;2НДФЛ;Покупка автомобиля;1;0.49;мужской;1;0;высшее;менеджер высшего звена;>250;3;42;32;Торговля;ООО;женат / замужем;2;1;1;1;1;0.08125;0;0;0;0;0.4;4;6;147;10;3;0;14;96;1;1;1;1;0;0;0
11;1126471;2НДФЛ;Покупка автомобиля;1;0.41;женский;0;0;высшее;менеджер среднего звена;>250;0;53;31;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.0138888889;1;1;0;0;0.25;2;6;213;8;1;3;5;86;1;1;0;0;0;0;0
11;1126491;2НДФЛ;Ремонт;1;0.58;женский;0;0;среднее;вспомогательный персонал;>250;3;85;50;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126511;2НДФЛ;Покупка недвижимости/ строительство;0;0.32;мужской;2;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126531;Поступление зарплаты на счет;Ремонт;1;0.59;женский;1;0;высшее;вспомогательный персонал;>250;0;6;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126551;2НДФЛ;Ремонт;1;0.59;мужской;2;0;высшее;вспомогательный персонал;>250;3;226;42;Другое;ОАО;женат / замужем;1;1;1;1;1;0.0162601626;0;1;0;0;0.375;3;5;121;8;1;0;5;101;1;0;0;0;0;0;0
11;1126571;Форма банка (без печати работодателя);Ремонт;1;0.48;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;15;47;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.0406504065;1;0;0;0;0.6363636364;7;4;118;11;3;0;6;101;1;1;0;0;0;0;0
11;1126591;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.28;мужской;1;0;высшее;менеджер среднего звена;>250;1;112;33;Торговля;ООО;повторный брак;0;0;0;0;0;0.6241610738;0;0;0;0;0;0;7;56;7;0;2;31;102;1;1;1;1;1;1;1
11;1126611;2НДФЛ;Покупка земли;0;0.1;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;65;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126631;Свободная форма с печатью работодателя;Ремонт;1;0.31;женский;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;1126651;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;специалист;>250;0;20;27;Информационные технологии;ООО;гражданский брак;2;1;1;1;1;0;0;0;0;0;1;2;0;22;2;1;0;14;14;0;0;0;0;0;0;0
